iter	MultiClass
281	0.07342515056
282	0.0731673261
283	0.07290122788
284	0.07253043196
285	0.07237355863
286	0.07207514514
287	0.07182499551
288	0.07154651758
289	0.07126759315
290	0.07104839598
291	0.07088530243
292	0.07068276694
293	0.07026966672
294	0.07014502507
295	0.06967038667
296	0.06947364043
297	0.06928945899
298	0.06902805289
299	0.06880627627
300	0.06869947456
301	0.06829479137
302	0.0678606706
303	0.06760250119
304	0.06749894453
305	0.06729512342
306	0.06698488798
307	0.06661246122
308	0.06640978856
309	0.06620312923
310	0.06598199656
311	0.06569051531
312	0.06535702488
313	0.06517143094
314	0.06488712039
315	0.06467292441
316	0.06447440451
317	0.0642932822
318	0.06412467653
319	0.06395936265
320	0.06378093569
321	0.06354987457
322	0.06323218128
323	0.06299351498
324	0.06280459841
325	0.06260715627
326	0.06245013272
327	0.06225590924
328	0.06202515678
329	0.06195003185
330	0.06163600241
331	0.06135598579
332	0.06117519828
333	0.06090376262
334	0.06063751549
335	0.06043499245
336	0.06017846547
337	0.05996455788
338	0.05981842958
339	0.05959538732
340	0.05926744674
341	0.05909802641
342	0.05894163958
343	0.05872599224
344	0.05859470484
345	0.05835105975
346	0.05815234349
347	0.05792597124
348	0.0577456923
349	0.05755298678
350	0.05733085479
351	0.05707868092
352	0.05687572583
353	0.05665093853
354	0.05639644141
355	0.05627601729
356	0.05608520815
357	0.05584745467
358	0.05562475604
359	0.05549060107
360	0.05531556822
361	0.05521871739
362	0.05497291727
363	0.05479936587
364	0.0545439684
365	0.05421505625
366	0.0540614854
367	0.05386660078
368	0.05372603109
369	0.05358979313
370	0.05347749291
371	0.05325966583
372	0.05311920175
373	0.05293626379
374	0.05280467145
375	0.05264846184
376	0.05250163954
377	0.0523589938
378	0.05219654809
379	0.05202112773
380	0.05185397931
381	0.0516539515
382	0.05149426344
383	0.05127952358
384	0.05109467969
385	0.0509481065
386	0.05083039272
387	0.05070705963
388	0.05049478924
389	0.05033686197
390	0.05016725701
391	0.05005827696
392	0.04997396488
393	0.04978593605
394	0.04966889433
395	0.04946918074
396	0.04937943099
397	0.0493028589
398	0.04912176591
399	0.048954252
400	0.04886662137
401	0.04874140312
402	0.04850224828
403	0.04839565593
404	0.04817805605
405	0.04806415762
406	0.04790079406
407	0.04772934159
408	0.04756386726
409	0.04739350493
410	0.04721622961
411	0.04704184064
412	0.04693911308
413	0.04682828846
414	0.04662668796
415	0.04646894464
416	0.04631319273
417	0.0461518939
418	0.04604810781
419	0.04592393815
420	0.04578666302
421	0.04569582634
422	0.04552787327
423	0.0453963783
424	0.04526744679
425	0.04512835924
426	0.0450102571
427	0.04483842567
428	0.04475878538
429	0.04461378702
430	0.04453929638
431	0.04438839171
432	0.04423635843
433	0.04413083754
434	0.04397755244
435	0.04391426637
436	0.04377051988
437	0.04365346305
438	0.04358254151
439	0.04343021109
440	0.04330878669
441	0.04316949969
442	0.04307613959
443	0.0429767988
444	0.04284888913
445	0.04267607113
446	0.042543268
447	0.04243044904
448	0.04230103521
449	0.04221417513
450	0.0420980921
451	0.04201043201
452	0.04194280897
453	0.04189301078
454	0.04183640317
455	0.04178352135
456	0.04171151729
457	0.04163408503
458	0.0414459736
459	0.04129528511
460	0.04110550113
461	0.04093933378
462	0.04089451086
463	0.04083549948
464	0.04071486715
465	0.04063685882
466	0.04053535601
467	0.04049011801
468	0.04028956618
469	0.04020132545
470	0.04005158352
471	0.0399408194
472	0.03984777955
473	0.03974790998
474	0.03965921605
475	0.03953810188
476	0.03946816319
477	0.03940598411
478	0.03927512041
479	0.03918010165
480	0.03905298886
481	0.03895329962
482	0.03887669104
483	0.03880387864
484	0.03872963101
485	0.03863480451
486	0.0385489944
487	0.03848923423
488	0.03841224043
489	0.03837952405
490	0.0382735248
491	0.03816963746
492	0.03804974323
493	0.03791570012
494	0.03778211834
495	0.03767673817
496	0.03759516865
497	0.03742687923
498	0.0373316893
499	0.0372166509
500	0.03708110444
501	0.03700383561
502	0.03692188755
503	0.03683097816
504	0.0367267846
505	0.03660931795
506	0.03653824897
507	0.03645051568
508	0.03637574671
509	0.03626964234
510	0.03617848534
511	0.03611665631
512	0.03605599548
513	0.03599487387
514	0.03587797465
515	0.03583501544
516	0.03577290957
517	0.03566895969
518	0.03555600167
519	0.03548579115
520	0.03543460099
521	0.03531321654
522	0.03519605442
523	0.03510578673
524	0.0350211635
525	0.03491432614
526	0.03483159002
527	0.0347363031
528	0.03467396415
529	0.03459916888
530	0.03449318206
531	0.03437372475
532	0.03430876708
533	0.03422222519
534	0.03407721825
535	0.03398160811
536	0.03388834385
537	0.03383225436
538	0.03376096637
539	0.03370303857
540	0.03365341604
541	0.03350611771
542	0.03344593415
543	0.03333307775
544	0.03325039537
545	0.03318549085
546	0.03307919122
547	0.03298656556
548	0.03294682642
549	0.03283536542
550	0.03275013934
551	0.03270965701
552	0.03266651672
553	0.03256861403
554	0.03250858444
555	0.03243600499
556	0.03235728148
557	0.03226964736
558	0.03220561554
559	0.03215892725
560	0.03206251841
561	0.03198849563
562	0.03195093483
563	0.03184810979
564	0.03177955955
565	0.03166540582
566	0.03158904167
567	0.0314969133
568	0.03144434828
569	0.03141352908
570	0.03132028803
571	0.03126274606
572	0.03120204468
573	0.0311347569
574	0.03103954604
575	0.03100398309
576	0.03096375662
577	0.03087806586
578	0.03085955857
579	0.03079425909
580	0.03073098823
581	0.03069594243
582	0.03065590933
583	0.03059882858
584	0.03053997119
585	0.03041722294
586	0.03037988209
587	0.03030436063
588	0.03024413627
589	0.03019182566
590	0.03014577703
591	0.030085427
592	0.03003306519
593	0.02995943326
594	0.02990406209
595	0.02986374807
596	0.02977263251
597	0.02971407433
598	0.0296322717
599	0.0295549586
600	0.02950055426
601	0.02946817571
602	0.02939922153
603	0.02932082257
604	0.02925360985
605	0.02916506961
606	0.02909019434
607	0.02902767332
608	0.02898263445
609	0.02890682493
610	0.02883020574
611	0.0287779723
612	0.02867728951
613	0.02862865323
614	0.02858512183
615	0.02846690945
616	0.02839949577
617	0.02834014485
618	0.02829937342
619	0.02822431844
620	0.02817781162
621	0.02808712444
622	0.02802769062
623	0.02796225146
624	0.02793081905
625	0.02785169258
626	0.02779049382
627	0.02775413644
628	0.02772832791
629	0.02766348523
630	0.02762068941
631	0.02755818539
632	0.02750811
633	0.02746435299
634	0.02740379814
635	0.02736262127
636	0.02732169431
637	0.02726802174
638	0.02722422423
639	0.02718528538
640	0.0271311202
641	0.02709117137
642	0.02703642775
643	0.02698156127
644	0.02694088186
645	0.02688383437
646	0.02681104473
647	0.02678620787
648	0.02673723722
649	0.02669689558
650	0.02665264828
651	0.02659337261
652	0.02651930543
653	0.02646369794
654	0.02640653795
655	0.02636211041
656	0.02632163839
657	0.02624159068
658	0.02619379589
659	0.02614404388
660	0.02607982525
661	0.02602134662
662	0.02598786054
663	0.02596800361
664	0.02592221323
665	0.02588421296
666	0.02584926075
667	0.02579828224
668	0.02573416984
669	0.0256604596
670	0.02561731674
671	0.02558647661
672	0.02554136318
673	0.02548231835
674	0.02545595486
675	0.02539673311
676	0.0253377641
677	0.02528682464
678	0.02524138436
679	0.02516701886
680	0.02511522924
681	0.02506476263
682	0.02501931708
683	0.02498002712
684	0.0249422449
685	0.02487368407
686	0.02483066815
687	0.02477529492
688	0.02474175106
689	0.02468096112
690	0.02463060858
691	0.02455159496
692	0.02448669169
693	0.02444431648
694	0.02440354566
695	0.0243834952
696	0.0243087539
697	0.02425160148
698	0.02422091364
699	0.02417766826
700	0.02412632145
701	0.02406903802
702	0.02403536849
703	0.02399813137
704	0.02394359998
705	0.02393630613
706	0.02390774311
707	0.02387378192
708	0.02384933835
709	0.02381894214
710	0.02377232765
711	0.02373083322
712	0.02369231732
713	0.02362490374
714	0.02357361215
715	0.02351975822
716	0.02348119467
717	0.02344584632
718	0.02339987917
719	0.02336451894
720	0.02332508398
721	0.02327717799
722	0.02323870812
723	0.02319057996
724	0.02316114872
725	0.02312503542
726	0.02309418915
727	0.02306992826
728	0.02301156599
729	0.02296361573
730	0.02290443671
731	0.02286768805
732	0.02283154548
733	0.02277152167
734	0.02273029924
735	0.02270268765
736	0.02267839484
737	0.02264611567
738	0.02260270692
739	0.02256594757
740	0.02253880483
741	0.02246940388
742	0.02244333957
743	0.02239656619
744	0.02235516302
745	0.02229514107
746	0.02224182189
747	0.02221862116
748	0.02219142702
749	0.02214990064
750	0.02210903574
751	0.0220751056
752	0.02205239192
753	0.0220176648
754	0.02195840809
755	0.02191194521
756	0.02186472918
757	0.0218387975
758	0.02181329929
759	0.02178080307
760	0.02174662594
761	0.02168972563
762	0.02166685384
763	0.02164387317
764	0.02160456791
765	0.02155362039
766	0.02152743172
767	0.02147292892
768	0.02142558101
769	0.02140696047
770	0.02136186125
771	0.0213319442
772	0.0212857222
773	0.02125751232
774	0.02121479522
775	0.0211643076
776	0.02113021702
777	0.02109345524
778	0.02106492275
779	0.02101764731
780	0.02099092295
781	0.02096219273
782	0.02090806435
783	0.02087648588
784	0.02082043472
785	0.02078834683
786	0.02075508633
787	0.02072724727
788	0.0206844313
789	0.020655837
790	0.02063513001
791	0.02059726348
792	0.02055278577
793	0.02052240386
794	0.02047320081
795	0.02044942151
796	0.02043402167
797	0.02038947157
798	0.02036024493
799	0.02032486789
800	0.02028877221
801	0.02026093045
802	0.02022513344
803	0.02019778987
804	0.02016100258
805	0.02012179648
806	0.02009645964
807	0.02006846238
808	0.02002498589
809	0.01999340616
810	0.01995650536
811	0.01992716125
812	0.01989041863
813	0.01987086372
814	0.01985901281
815	0.01983593291
816	0.01979313855
817	0.01974461641
818	0.01969962963
819	0.01966423939
820	0.01964281899
821	0.01961507209
822	0.01958762218
823	0.01954331303
824	0.01951569976
825	0.01947564024
826	0.01944652426
827	0.01942337432
828	0.01939930939
829	0.01936171669
830	0.01933650804
831	0.01930786342
832	0.01928366156
833	0.01924806646
834	0.01920808597
835	0.01916354414
836	0.01913103318
837	0.01910418421
838	0.01907620433
839	0.0190552735
840	0.01901391592
841	0.01899028898
842	0.01897004267
843	0.01894977515
844	0.01891709143
845	0.01889270557
846	0.01883596619
847	0.01880904171
848	0.01878460013
849	0.0187634736
850	0.01874107671
851	0.0187088696
852	0.01868732793
853	0.01865864522
854	0.0186282106
855	0.01860907047
856	0.01856757301
857	0.01853572453
858	0.0184999556
859	0.01848654756
860	0.01845185785
861	0.01840726403
862	0.01837621299
863	0.01834379545
864	0.01830810576
865	0.01827891883
866	0.01825289892
867	0.01821987614
868	0.0181811195
869	0.01816136325
870	0.01814047206
871	0.01810446541
872	0.01806830765
873	0.01804498577
874	0.01801688627
875	0.01798334126
876	0.01795641111
877	0.01794392743
878	0.01792888398
879	0.01790305726
880	0.01788270499
881	0.01786606565
882	0.01784260252
883	0.01782268527
884	0.017796515
885	0.01778319647
886	0.01774707679
887	0.01774010546
888	0.01771831239
889	0.01767168192
890	0.01765791825
891	0.01762740826
892	0.0176063558
893	0.01758532154
894	0.01756098311
895	0.01754153476
896	0.01752650319
897	0.01748499329
898	0.01745970365
899	0.01744216547
900	0.01741836903
901	0.01738547712
902	0.01737174093
903	0.01734042109
904	0.01731810678
905	0.01729386243
906	0.01726500245
907	0.01725206356
908	0.01720974521
909	0.01719638903
910	0.01716642137
911	0.01715295425
912	0.01713052836
913	0.01710740399
914	0.01708102083
915	0.01706510635
916	0.01703061104
917	0.01700454848
918	0.01697514391
919	0.01695153507
920	0.01692066104
921	0.01689929671
922	0.01688123497
923	0.01686371296
924	0.01684867875
925	0.01681524198
926	0.01679366225
927	0.01677736989
928	0.01675432557
929	0.01672265656
930	0.01670127184
931	0.01668564419
932	0.01666819631
933	0.01663213864
934	0.01660474161
935	0.01657484101
936	0.01656182824
937	0.01654854544
938	0.01653239491
939	0.01650189191
940	0.0164795742
941	0.01647006611
942	0.01646462604
943	0.01644877663
944	0.01643420532
945	0.01641126648
946	0.01640654267
947	0.01639418814
948	0.01638190291
949	0.0163662818
950	0.01633460382
951	0.01631796163
952	0.0162964065
953	0.01627769375
954	0.01625430295
955	0.01624236414
956	0.01621127969
957	0.01617883171
958	0.01615724297
959	0.01613264207
960	0.01611275941
961	0.01608932314
962	0.01607227513
963	0.01606088954
964	0.0160414465
965	0.01602095122
966	0.016003589
967	0.01598176616
968	0.01596214354
969	0.01593958374
970	0.01592865855
971	0.0159047184
972	0.01588379392
973	0.01586772843
974	0.0158478979
975	0.01582718998
976	0.01580890614
977	0.01578910253
978	0.01577167513
979	0.01574779847
980	0.01573268198
981	0.01570536612
982	0.01568969314
983	0.01567563915
984	0.01565063305
985	0.01563202985
986	0.01561615884
987	0.01559679837
988	0.01557363884
989	0.01555736175
990	0.01554879182
991	0.01552899922
992	0.01551695125
993	0.01549623249
994	0.01547991465
995	0.01546007966
996	0.01544448213
997	0.01541728419
998	0.01540303144
999	0.01538720939
